tiempo_completo,id_personal,mes,mes_id,sku_id,ventas_totales,ingresos_anio_pasado,calificacion_servicio,comentarios_adicionales,fecha_contratacion
si,6,abril,4,18,9,14400,Regular,lento,28/04/2013
si,6,mayo,5,18,11,17600,Regular,tarado,28/04/2013
si,6,junio,6,18,5,8000,Regular,despistado,28/04/2013
si,6,julio,7,18,1,1600,Regular,despistado tardado,28/04/2013
si,6,agosto,8,18,6,9600,Regular,lento servicial amigable,28/04/2013
si,6,septiembre,9,18,19,30400,Regular,lento,28/04/2013
si,6,enero,1,19,17,27200,Regular,tarado,28/04/2013
si,6,febrero,2,19,2,3200,Regular,despistado,28/04/2013
si,6,marzo,3,19,5,8000,Regular,despistado tardado,28/04/2013
si,6,abril,4,19,5,8000,Regular,lento servicial amigable,28/04/2013
si,6,mayo,5,19,6,9600,Regular,lento,28/04/2013
si,6,junio,6,19,20,32000,Regular,tarado,28/04/2013
si,6,julio,7,19,8,12800,Regular,despistado,28/04/2013
si,6,agosto,8,19,1,1600,Regular,despistado tardado,28/04/2013
si,6,septiembre,9,19,13,20800,Regular,lento servicial amigable,28/04/2013
si,6,enero,1,20,19,30400,Regular,lento,28/04/2013
si,6,febrero,2,20,13,20800,Regular,tarado,28/04/2013
si,6,marzo,3,20,3,4800,Regular,despistado,28/04/2013
si,6,abril,4,20,1,1600,Regular,despistado tardado,28/04/2013
si,6,mayo,5,20,11,17600,Regular,lento servicial amigable,28/04/2013
si,6,junio,6,20,14,22400,Regular,lento,28/04/2013
si,6,julio,7,20,13,20800,Regular,tarado,28/04/2013
si,6,agosto,8,20,10,16000,Regular,despistado,28/04/2013
si,6,septiembre,9,20,1,1600,Regular,despistado tardado,28/04/2013
si,6,enero,1,21,2,3200,Regular,lento servicial amigable,28/04/2013
si,6,febrero,2,21,6,9600,Regular,lento,28/04/2013
si,6,marzo,3,21,17,27200,Regular,tarado,28/04/2013
si,6,abril,4,21,0,0,Regular,despistado,28/04/2013
si,6,mayo,5,21,5,8000,Regular,despistado tardado,28/04/2013
si,6,junio,6,21,2,3200,Regular,lento servicial amigable,28/04/2013
si,6,julio,7,21,7,11200,Regular,lento,28/04/2013
si,6,agosto,8,21,5,8000,Regular,tarado,28/04/2013
si,6,septiembre,9,21,15,24000,Regular,despistado,28/04/2013
si,6,enero,1,22,19,30400,Regular,despistado tardado,28/04/2013
si,6,febrero,2,22,4,6400,Regular,lento servicial amigable,28/04/2013
si,6,marzo,3,22,8,12800,Regular,lento,28/04/2013
si,6,abril,4,22,3,4800,Regular,tarado,28/04/2013
si,6,mayo,5,22,5,8000,Regular,despistado,28/04/2013
si,6,junio,6,22,0,0,Regular,despistado tardado,28/04/2013
si,6,julio,7,22,7,11200,Regular,lento servicial amigable,28/04/2013
si,6,agosto,8,22,15,24000,Regular,lento,28/04/2013
si,6,septiembre,9,22,19,30400,Regular,tarado,28/04/2013
si,6,enero,1,23,2,3200,Regular,despistado,28/04/2013
si,6,febrero,2,23,20,32000,Regular,despistado tardado,28/04/2013
si,6,marzo,3,23,8,12800,Regular,lento servicial amigable,28/04/2013
si,6,abril,4,23,11,17600,Regular,lento,28/04/2013
si,6,mayo,5,23,20,32000,Regular,tarado,28/04/2013
si,6,junio,6,23,19,30400,Regular,despistado,28/04/2013
si,6,julio,7,23,11,17600,Regular,despistado tardado,28/04/2013
si,6,agosto,8,23,10,16000,Regular,lento servicial amigable,28/04/2013
si,6,septiembre,9,23,0,0,Regular,lento,28/04/2013
si,6,enero,1,24,14,22400,Regular,tarado,28/04/2013
si,6,febrero,2,24,7,11200,Regular,despistado,28/04/2013
si,6,marzo,3,24,6,9600,Regular,despistado tardado,28/04/2013
si,6,abril,4,24,10,16000,Regular,lento servicial amigable,28/04/2013
si,6,mayo,5,24,0,0,Regular,lento,28/04/2013
si,6,junio,6,24,5,8000,Regular,tarado,28/04/2013
si,6,julio,7,24,4,6400,Regular,despistado,28/04/2013
si,6,agosto,8,24,10,16000,Regular,despistado tardado,28/04/2013
si,6,septiembre,9,24,8,12800,Regular,lento servicial amigable,28/04/2013
si,6,enero,1,25,17,27200,Regular,lento,28/04/2013
si,6,febrero,2,25,9,14400,Regular,tarado,28/04/2013
si,6,marzo,3,25,2,3200,Regular,despistado,28/04/2013
si,6,abril,4,25,20,32000,Regular,despistado tardado,28/04/2013
si,6,mayo,5,25,16,25600,Regular,lento servicial amigable,28/04/2013
si,6,junio,6,25,3,4800,Regular,lento,28/04/2013
si,6,julio,7,25,20,32000,Regular,tarado,28/04/2013
si,6,agosto,8,25,12,19200,Regular,despistado,28/04/2013
si,6,septiembre,9,25,5,8000,Regular,despistado tardado,28/04/2013
si,6,enero,1,26,0,0,Regular,lento servicial amigable,28/04/2013
si,6,febrero,2,26,18,28800,Regular,lento,28/04/2013
si,6,marzo,3,26,9,14400,Regular,tarado,28/04/2013
si,6,abril,4,26,6,9600,Regular,despistado,28/04/2013
si,6,mayo,5,26,9,14400,Regular,despistado tardado,28/04/2013
si,6,junio,6,26,8,12800,Regular,lento servicial amigable,28/04/2013
si,6,julio,7,26,9,14400,Regular,lento,28/04/2013
si,6,agosto,8,26,7,11200,Regular,tarado,28/04/2013
si,6,septiembre,9,26,12,19200,Regular,despistado,28/04/2013
si,6,enero,1,27,13,20800,Regular,despistado tardado,28/04/2013
si,6,febrero,2,27,10,16000,Regular,lento servicial amigable,28/04/2013
si,6,marzo,3,27,4,6400,Regular,lento,28/04/2013
si,6,abril,4,27,16,25600,Regular,tarado,28/04/2013
si,6,mayo,5,27,19,30400,Regular,despistado,28/04/2013
si,6,junio,6,27,0,0,Regular,despistado tardado,28/04/2013
si,6,julio,7,27,18,28800,Regular,lento servicial amigable,28/04/2013
si,6,agosto,8,27,7,11200,Regular,lento,28/04/2013
si,6,septiembre,9,27,7,11200,Regular,tarado,28/04/2013
si,6,enero,1,28,4,6400,Regular,despistado,28/04/2013
si,6,febrero,2,28,12,19200,Regular,despistado tardado,28/04/2013
si,6,marzo,3,28,10,16000,Regular,lento servicial amigable,28/04/2013
si,6,abril,4,28,6,9600,Regular,lento,28/04/2013
si,6,mayo,5,28,18,28800,Regular,tarado,28/04/2013
si,6,junio,6,28,13,20800,Regular,despistado,28/04/2013
si,6,julio,7,28,11,17600,Regular,despistado tardado,28/04/2013
si,6,agosto,8,28,13,20800,Regular,lento servicial amigable,28/04/2013
si,6,septiembre,9,28,17,27200,Regular,lento,28/04/2013
si,6,enero,1,29,14,22400,Regular,tarado,28/04/2013
si,6,febrero,2,29,15,24000,Regular,despistado,28/04/2013
si,6,marzo,3,29,16,25600,Regular,despistado tardado,28/04/2013
si,6,abril,4,29,14,22400,Regular,lento servicial amigable,28/04/2013
si,6,mayo,5,29,2,3200,Regular,lento,28/04/2013
si,6,junio,6,29,4,6400,Regular,tarado,28/04/2013
si,6,julio,7,29,15,24000,Regular,despistado,28/04/2013
si,6,agosto,8,29,7,11200,Regular,despistado tardado,28/04/2013
si,6,septiembre,9,29,8,12800,Regular,lento servicial amigable,28/04/2013
si,6,enero,1,30,16,25600,Regular,lento,28/04/2013
si,6,febrero,2,30,7,11200,Regular,tarado,28/04/2013
si,6,marzo,3,30,12,19200,Regular,despistado,28/04/2013
si,6,abril,4,30,16,25600,Regular,despistado tardado,28/04/2013
si,6,mayo,5,30,13,20800,Regular,lento servicial amigable,28/04/2013
si,6,junio,6,30,19,30400,Regular,lento,28/04/2013
si,6,julio,7,30,15,24000,Regular,tarado,28/04/2013
si,6,agosto,8,30,4,6400,Regular,despistado,28/04/2013
si,6,septiembre,9,30,4,6400,Regular,despistado tardado,28/04/2013
si,6,enero,1,31,19,30400,Regular,lento servicial amigable,28/04/2013
si,6,febrero,2,31,14,22400,Regular,lento,28/04/2013
si,6,marzo,3,31,19,30400,Regular,tarado,28/04/2013
si,6,abril,4,31,2,3200,Regular,despistado,28/04/2013
si,6,mayo,5,31,2,3200,Regular,despistado tardado,28/04/2013
si,6,junio,6,31,14,22400,Regular,lento servicial amigable,28/04/2013
si,6,julio,7,31,15,24000,Regular,lento,28/04/2013
si,6,agosto,8,31,7,11200,Regular,tarado,28/04/2013
si,6,septiembre,9,31,10,16000,Regular,despistado,28/04/2013
si,6,enero,1,32,14,22400,Regular,despistado tardado,28/04/2013
si,6,febrero,2,32,3,4800,Regular,lento servicial amigable,28/04/2013
si,6,marzo,3,32,14,22400,Regular,lento,28/04/2013
si,6,abril,4,32,1,1600,Regular,tarado,28/04/2013
si,6,mayo,5,32,4,6400,Regular,despistado,28/04/2013
si,6,junio,6,32,6,9600,Regular,despistado tardado,28/04/2013
si,6,julio,7,32,5,8000,Regular,lento servicial amigable,28/04/2013
si,6,agosto,8,32,8,12800,Regular,lento,28/04/2013
si,6,septiembre,9,32,16,25600,Regular,tarado,28/04/2013
si,6,enero,1,33,19,30400,Regular,despistado,28/04/2013
si,6,febrero,2,33,17,27200,Regular,despistado tardado,28/04/2013
si,6,marzo,3,33,20,32000,Regular,lento servicial amigable,28/04/2013
si,6,abril,4,33,16,25600,Regular,lento,28/04/2013
si,6,mayo,5,33,18,28800,Regular,tarado,28/04/2013
si,6,junio,6,33,3,4800,Regular,despistado,28/04/2013
si,6,julio,7,33,7,11200,Regular,despistado tardado,28/04/2013
si,6,agosto,8,33,6,9600,Regular,lento servicial amigable,28/04/2013
si,6,septiembre,9,33,10,16000,Regular,lento,28/04/2013
si,6,enero,1,34,8,12800,Regular,tarado,28/04/2013
si,6,febrero,2,34,19,30400,Regular,despistado,28/04/2013
si,6,marzo,3,34,5,8000,Regular,despistado tardado,28/04/2013
si,6,abril,4,34,17,27200,Regular,lento servicial amigable,28/04/2013
si,6,mayo,5,34,19,30400,Regular,lento,28/04/2013
si,6,junio,6,34,20,32000,Regular,tarado,28/04/2013
si,6,julio,7,34,10,16000,Regular,despistado,28/04/2013
si,6,agosto,8,34,11,17600,Regular,despistado tardado,28/04/2013
si,6,septiembre,9,34,5,8000,Regular,lento servicial amigable,28/04/2013
no,7,enero,1,1,8,12800,Malo,grosero,20/11/2011
no,7,febrero,2,1,4,6400,Regular,lento,20/11/2011
no,7,marzo,3,1,3,4800,Regular,tarado,20/11/2011
no,7,abril,4,1,3,4800,Regular,despistado,20/11/2011
no,7,mayo,5,1,10,16000,Regular,despistado tardado,20/11/2011
no,7,junio,6,1,11,17600,Regular,lento servicial amigable,20/11/2011
no,7,julio,7,1,3,4800,Regular,lento,20/11/2011
no,7,agosto,8,1,7,11200,Malo,lento,20/11/2011
no,7,septiembre,9,1,17,27200,Regular,tarado,20/11/2011
no,7,enero,1,2,1,1600,Malo,pesimo,20/11/2011
no,7,febrero,2,2,8,12800,Regular,despistado,20/11/2011
no,7,marzo,3,2,15,24000,Regular,despistado tardado,20/11/2011
no,7,abril,4,2,6,9600,Regular,lento servicial amigable,20/11/2011
no,7,mayo,5,2,10,16000,Regular,lento,20/11/2011
no,7,junio,6,2,5,8000,Regular,tarado,20/11/2011
no,7,julio,7,2,0,0,Regular,despistado,20/11/2011
no,7,agosto,8,2,8,12800,Malo,desconsiderado,20/11/2011
no,7,septiembre,9,2,4,6400,Regular,despistado tardado,20/11/2011
no,7,enero,1,3,4,6400,Malo,maleducado desconsiderado,20/11/2011
no,7,febrero,2,3,20,32000,Regular,lento servicial amigable,20/11/2011
no,7,marzo,3,3,9,14400,Regular,lento,20/11/2011
no,7,abril,4,3,13,20800,Regular,tarado,20/11/2011
no,7,mayo,5,3,12,19200,Regular,despistado,20/11/2011
no,7,junio,6,3,20,32000,Regular,despistado tardado,20/11/2011
no,7,julio,7,3,5,8000,Regular,lento servicial amigable,20/11/2011
no,7,agosto,8,3,10,16000,Malo,indiscreto grosero,20/11/2011
no,7,septiembre,9,3,16,25600,Regular,lento,20/11/2011
no,7,enero,1,4,20,32000,Malo,grosero,20/11/2011
no,7,febrero,2,4,2,3200,Regular,tarado,20/11/2011
no,7,marzo,3,4,3,4800,Regular,despistado,20/11/2011
no,7,abril,4,4,10,16000,Regular,despistado tardado,20/11/2011
no,7,mayo,5,4,7,11200,Regular,lento servicial amigable,20/11/2011
no,7,junio,6,4,12,19200,Regular,lento,20/11/2011
no,7,julio,7,4,6,9600,Regular,tarado,20/11/2011
no,7,agosto,8,4,7,11200,Malo,lento,20/11/2011
no,7,septiembre,9,4,17,27200,Regular,despistado,20/11/2011
no,7,enero,1,5,14,22400,Malo,pesimo,20/11/2011
no,7,febrero,2,5,5,8000,Regular,despistado tardado,20/11/2011
no,7,marzo,3,5,5,8000,Regular,lento servicial amigable,20/11/2011
no,7,abril,4,5,10,16000,Regular,lento,20/11/2011
no,7,mayo,5,5,15,24000,Regular,tarado,20/11/2011
no,7,junio,6,5,8,12800,Regular,despistado,20/11/2011
no,7,julio,7,5,5,8000,Regular,despistado tardado,20/11/2011
no,7,agosto,8,5,13,20800,Malo,desconsiderado,20/11/2011
no,7,septiembre,9,5,16,25600,Regular,lento servicial amigable,20/11/2011
no,7,enero,1,6,6,9600,Malo,maleducado desconsiderado,20/11/2011
no,7,febrero,2,6,3,4800,Regular,lento,20/11/2011
no,7,marzo,3,6,5,8000,Regular,tarado,20/11/2011
no,7,abril,4,6,19,30400,Regular,despistado,20/11/2011
no,7,mayo,5,6,8,12800,Regular,despistado tardado,20/11/2011
no,7,junio,6,6,1,1600,Regular,lento servicial amigable,20/11/2011
no,7,julio,7,6,6,9600,Regular,lento,20/11/2011
no,7,agosto,8,6,7,11200,Malo,indiscreto grosero,20/11/2011
no,7,septiembre,9,6,9,14400,Regular,tarado,20/11/2011
no,7,enero,1,7,12,19200,Malo,grosero,20/11/2011
no,7,febrero,2,7,8,12800,Regular,despistado,20/11/2011
no,7,marzo,3,7,3,4800,Regular,despistado tardado,20/11/2011
no,7,abril,4,7,17,27200,Regular,lento servicial amigable,20/11/2011
no,7,mayo,5,7,12,19200,Regular,lento,20/11/2011
no,7,junio,6,7,11,17600,Regular,tarado,20/11/2011
no,7,julio,7,7,8,12800,Regular,despistado,20/11/2011
no,7,agosto,8,7,1,1600,Malo,lento,20/11/2011
no,7,septiembre,9,7,8,12800,Regular,despistado tardado,20/11/2011
no,7,enero,1,8,1,1600,Malo,pesimo,20/11/2011
no,7,febrero,2,8,13,20800,Regular,lento servicial amigable,20/11/2011
no,7,marzo,3,8,15,24000,Regular,lento,20/11/2011
no,7,abril,4,8,12,19200,Regular,tarado,20/11/2011
no,7,mayo,5,8,14,22400,Regular,despistado,20/11/2011
no,7,junio,6,8,8,12800,Regular,despistado tardado,20/11/2011
no,7,julio,7,8,12,19200,Regular,lento servicial amigable,20/11/2011
no,7,agosto,8,8,20,32000,Malo,desconsiderado,20/11/2011
no,7,septiembre,9,8,5,8000,Regular,lento,20/11/2011
no,7,enero,1,9,2,3200,Malo,maleducado desconsiderado,20/11/2011
no,7,febrero,2,9,9,14400,Regular,tarado,20/11/2011
no,7,marzo,3,9,19,30400,Regular,despistado,20/11/2011
no,7,abril,4,9,11,17600,Regular,despistado tardado,20/11/2011
no,7,mayo,5,9,19,30400,Regular,lento servicial amigable,20/11/2011
no,7,junio,6,9,2,3200,Regular,lento,20/11/2011
no,7,julio,7,9,10,16000,Regular,tarado,20/11/2011
no,7,agosto,8,9,19,30400,Malo,indiscreto grosero,20/11/2011
no,7,septiembre,9,9,20,32000,Regular,despistado,20/11/2011
no,7,enero,1,10,11,17600,Malo,grosero,20/11/2011
no,7,febrero,2,10,0,0,Regular,despistado tardado,20/11/2011
no,7,marzo,3,10,3,4800,Regular,lento servicial amigable,20/11/2011
no,7,abril,4,10,1,1600,Regular,lento,20/11/2011
no,7,mayo,5,10,13,20800,Regular,tarado,20/11/2011
no,7,junio,6,10,11,17600,Regular,despistado,20/11/2011
no,7,julio,7,10,5,8000,Regular,despistado tardado,20/11/2011
no,7,agosto,8,10,10,16000,Malo,lento,20/11/2011
no,7,septiembre,9,10,4,6400,Regular,lento servicial amigable,20/11/2011
no,7,enero,1,11,11,17600,Malo,pesimo,20/11/2011
no,7,febrero,2,11,20,32000,Regular,lento,20/11/2011
no,7,marzo,3,11,14,22400,Regular,tarado,20/11/2011
no,7,abril,4,11,1,1600,Regular,despistado,20/11/2011
no,7,mayo,5,11,3,4800,Regular,despistado tardado,20/11/2011
no,7,junio,6,11,14,22400,Regular,lento servicial amigable,20/11/2011
no,7,julio,7,11,14,22400,Regular,lento,20/11/2011
no,7,agosto,8,11,14,22400,Malo,desconsiderado,20/11/2011
no,7,septiembre,9,11,12,19200,Regular,tarado,20/11/2011
no,7,enero,1,12,0,0,Malo,maleducado desconsiderado,20/11/2011
no,7,febrero,2,12,1,1600,Regular,despistado,20/11/2011
no,7,marzo,3,12,8,12800,Regular,despistado tardado,20/11/2011
no,7,abril,4,12,11,17600,Regular,lento servicial amigable,20/11/2011
no,7,mayo,5,12,14,22400,Regular,lento,20/11/2011
no,7,junio,6,12,1,1600,Regular,tarado,20/11/2011
no,7,julio,7,12,0,0,Regular,despistado,20/11/2011
no,7,agosto,8,12,12,19200,Malo,indiscreto grosero,20/11/2011
no,7,septiembre,9,12,20,32000,Regular,despistado tardado,20/11/2011
no,7,enero,1,13,3,4800,Malo,grosero,20/11/2011
no,7,febrero,2,13,17,27200,Regular,lento servicial amigable,20/11/2011
no,7,marzo,3,13,7,11200,Regular,lento,20/11/2011
no,7,abril,4,13,8,12800,Regular,tarado,20/11/2011
no,7,mayo,5,13,15,24000,Regular,despistado,20/11/2011
no,7,junio,6,13,0,0,Regular,despistado tardado,20/11/2011
no,7,julio,7,13,20,32000,Regular,lento servicial amigable,20/11/2011
no,7,agosto,8,13,2,3200,Malo,lento,20/11/2011
no,7,septiembre,9,13,6,9600,Regular,lento,20/11/2011
no,7,enero,1,14,1,1600,Malo,pesimo,20/11/2011
no,7,febrero,2,14,9,14400,Regular,tarado,20/11/2011
no,7,marzo,3,14,8,12800,Regular,despistado,20/11/2011
no,7,abril,4,14,13,20800,Regular,despistado tardado,20/11/2011
no,7,mayo,5,14,7,11200,Regular,lento servicial amigable,20/11/2011
no,7,junio,6,14,1,1600,Regular,lento,20/11/2011
no,7,julio,7,14,17,27200,Regular,tarado,20/11/2011
no,7,agosto,8,14,14,22400,Malo,desconsiderado,20/11/2011
no,7,septiembre,9,14,6,9600,Regular,despistado,20/11/2011
no,7,enero,1,15,4,6400,Malo,maleducado desconsiderado,20/11/2011
no,7,febrero,2,15,10,16000,Regular,despistado tardado,20/11/2011
no,7,marzo,3,15,13,20800,Regular,lento servicial amigable,20/11/2011
no,7,abril,4,15,10,16000,Regular,lento,20/11/2011
no,7,mayo,5,15,17,27200,Regular,tarado,20/11/2011
no,7,junio,6,15,8,12800,Regular,despistado,20/11/2011
no,7,julio,7,15,15,24000,Regular,despistado tardado,20/11/2011
no,7,agosto,8,15,5,8000,Malo,indiscreto grosero,20/11/2011
no,7,septiembre,9,15,1,1600,Regular,lento servicial amigable,20/11/2011
no,7,enero,1,16,6,9600,Malo,grosero,20/11/2011
no,7,febrero,2,16,2,3200,Regular,lento,20/11/2011
no,7,marzo,3,16,3,4800,Regular,tarado,20/11/2011
no,7,abril,4,16,8,12800,Regular,despistado,20/11/2011
no,7,mayo,5,16,5,8000,Regular,despistado tardado,20/11/2011
no,7,junio,6,16,12,19200,Regular,lento servicial amigable,20/11/2011
no,7,julio,7,16,3,4800,Regular,lento,20/11/2011
no,7,agosto,8,16,13,20800,Malo,lento,20/11/2011
no,7,septiembre,9,16,9,14400,Regular,tarado,20/11/2011
no,7,enero,1,17,6,9600,Malo,pesimo,20/11/2011
no,7,febrero,2,17,1,1600,Regular,despistado,20/11/2011
no,7,marzo,3,17,18,28800,Regular,despistado tardado,20/11/2011
no,7,abril,4,17,2,3200,Regular,lento servicial amigable,20/11/2011
no,7,mayo,5,17,18,28800,Regular,lento,20/11/2011
no,7,junio,6,17,4,6400,Regular,tarado,20/11/2011
no,7,julio,7,17,18,28800,Regular,despistado,20/11/2011
no,7,agosto,8,17,0,0,Malo,desconsiderado,20/11/2011
no,7,septiembre,9,17,8,12800,Regular,despistado tardado,20/11/2011
no,7,enero,1,18,17,27200,Malo,maleducado desconsiderado,20/11/2011
no,7,febrero,2,18,17,27200,Regular,lento servicial amigable,20/11/2011
no,7,marzo,3,18,0,0,Regular,lento,20/11/2011
no,7,abril,4,18,0,0,Regular,tarado,20/11/2011
no,7,mayo,5,18,16,25600,Regular,despistado,20/11/2011
no,7,junio,6,18,19,30400,Regular,despistado tardado,20/11/2011
no,7,julio,7,18,19,30400,Regular,lento servicial amigable,20/11/2011
no,7,agosto,8,18,9,14400,Malo,indiscreto grosero,20/11/2011
no,7,septiembre,9,18,8,12800,Regular,lento,20/11/2011
no,7,enero,1,19,7,11200,Malo,grosero,20/11/2011
no,7,febrero,2,19,11,17600,Regular,tarado,20/11/2011
no,7,marzo,3,19,8,12800,Regular,despistado,20/11/2011
no,7,abril,4,19,9,14400,Regular,despistado tardado,20/11/2011
no,7,mayo,5,19,12,19200,Regular,lento servicial amigable,20/11/2011
no,7,junio,6,19,6,9600,Regular,lento,20/11/2011
no,7,julio,7,19,3,4800,Regular,tarado,20/11/2011
no,7,agosto,8,19,15,24000,Malo,lento,20/11/2011
no,7,septiembre,9,19,11,17600,Regular,despistado,20/11/2011
no,7,enero,1,20,6,9600,Malo,pesimo,20/11/2011
no,7,febrero,2,20,13,20800,Regular,despistado tardado,20/11/2011
no,7,marzo,3,20,3,4800,Regular,lento servicial amigable,20/11/2011
no,7,abril,4,20,9,14400,Regular,lento,20/11/2011
no,7,mayo,5,20,16,25600,Regular,tarado,20/11/2011
no,7,junio,6,20,9,14400,Regular,despistado,20/11/2011
no,7,julio,7,20,17,27200,Regular,despistado tardado,20/11/2011
no,7,agosto,8,20,9,14400,Malo,desconsiderado,20/11/2011
no,7,septiembre,9,20,8,12800,Regular,lento servicial amigable,20/11/2011
no,7,enero,1,21,15,24000,Malo,maleducado desconsiderado,20/11/2011
no,7,febrero,2,21,20,32000,Regular,lento,20/11/2011
no,7,marzo,3,21,3,4800,Regular,tarado,20/11/2011
no,7,abril,4,21,1,1600,Regular,despistado,20/11/2011
no,7,mayo,5,21,9,14400,Regular,despistado tardado,20/11/2011
no,7,junio,6,21,12,19200,Regular,lento servicial amigable,20/11/2011
no,7,julio,7,21,19,30400,Regular,lento,20/11/2011
no,7,agosto,8,21,19,30400,Malo,indiscreto grosero,20/11/2011
no,7,septiembre,9,21,20,32000,Regular,tarado,20/11/2011
no,7,enero,1,22,3,4800,Malo,grosero,20/11/2011
no,7,febrero,2,22,6,9600,Regular,despistado,20/11/2011
no,7,marzo,3,22,9,14400,Regular,despistado tardado,20/11/2011
no,7,abril,4,22,1,1600,Regular,lento servicial amigable,20/11/2011
no,7,mayo,5,22,7,11200,Regular,lento,20/11/2011
no,7,junio,6,22,17,27200,Regular,tarado,20/11/2011
no,7,julio,7,22,2,3200,Regular,despistado,20/11/2011
no,7,agosto,8,22,4,6400,Malo,lento,20/11/2011
no,7,septiembre,9,22,1,1600,Regular,despistado tardado,20/11/2011
no,7,enero,1,23,0,0,Malo,pesimo,20/11/2011
no,7,febrero,2,23,12,19200,Regular,lento servicial amigable,20/11/2011
no,7,marzo,3,23,12,19200,Regular,lento,20/11/2011
no,7,abril,4,23,13,20800,Regular,tarado,20/11/2011
no,7,mayo,5,23,14,22400,Regular,despistado,20/11/2011
no,7,junio,6,23,13,20800,Regular,despistado tardado,20/11/2011
no,7,julio,7,23,20,32000,Regular,lento servicial amigable,20/11/2011
no,7,agosto,8,23,10,16000,Malo,desconsiderado,20/11/2011
no,7,septiembre,9,23,7,11200,Regular,lento,20/11/2011
no,7,enero,1,24,1,1600,Malo,maleducado desconsiderado,20/11/2011
no,7,febrero,2,24,5,8000,Regular,tarado,20/11/2011
no,7,marzo,3,24,4,6400,Regular,despistado,20/11/2011
no,7,abril,4,24,20,32000,Regular,despistado tardado,20/11/2011
no,7,mayo,5,24,7,11200,Regular,lento servicial amigable,20/11/2011
no,7,junio,6,24,10,16000,Regular,lento,20/11/2011
no,7,julio,7,24,4,6400,Regular,tarado,20/11/2011
no,7,agosto,8,24,20,32000,Malo,indiscreto grosero,20/11/2011
no,7,septiembre,9,24,1,1600,Regular,despistado,20/11/2011
no,7,enero,1,25,13,20800,Malo,grosero,20/11/2011
no,7,febrero,2,25,4,6400,Regular,despistado tardado,20/11/2011
no,7,marzo,3,25,19,30400,Regular,lento servicial amigable,20/11/2011
no,7,abril,4,25,8,12800,Regular,lento,20/11/2011
no,7,mayo,5,25,0,0,Regular,tarado,20/11/2011
no,7,junio,6,25,13,20800,Regular,despistado,20/11/2011
no,7,julio,7,25,17,27200,Regular,despistado tardado,20/11/2011
no,7,agosto,8,25,13,20800,Malo,lento,20/11/2011
no,7,septiembre,9,25,15,24000,Regular,lento servicial amigable,20/11/2011
no,7,enero,1,26,3,4800,Malo,pesimo,20/11/2011
no,7,febrero,2,26,3,4800,Regular,lento,20/11/2011
no,7,marzo,3,26,1,1600,Regular,tarado,20/11/2011
no,7,abril,4,26,4,6400,Regular,despistado,20/11/2011
no,7,mayo,5,26,15,24000,Regular,despistado tardado,20/11/2011
no,7,junio,6,26,3,4800,Regular,lento servicial amigable,20/11/2011
no,7,julio,7,26,15,24000,Regular,lento,20/11/2011
no,7,agosto,8,26,1,1600,Malo,desconsiderado,20/11/2011
no,7,septiembre,9,26,7,11200,Regular,tarado,20/11/2011
no,7,enero,1,27,13,20800,Malo,maleducado desconsiderado,20/11/2011
no,7,febrero,2,27,4,6400,Regular,despistado,20/11/2011
no,7,marzo,3,27,0,0,Regular,despistado tardado,20/11/2011
no,7,abril,4,27,20,32000,Regular,lento servicial amigable,20/11/2011
no,7,mayo,5,27,6,9600,Regular,lento,20/11/2011
no,7,junio,6,27,3,4800,Regular,tarado,20/11/2011
no,7,julio,7,27,19,30400,Regular,despistado,20/11/2011
no,7,agosto,8,27,19,30400,Malo,indiscreto grosero,20/11/2011
no,7,septiembre,9,27,10,16000,Regular,despistado tardado,20/11/2011
no,7,enero,1,28,0,0,Malo,grosero,20/11/2011
no,7,febrero,2,28,13,20800,Regular,lento servicial amigable,20/11/2011
no,7,marzo,3,28,19,30400,Regular,lento,20/11/2011
no,7,abril,4,28,14,22400,Regular,tarado,20/11/2011
no,7,mayo,5,28,5,8000,Regular,despistado,20/11/2011
no,7,junio,6,28,9,14400,Regular,despistado tardado,20/11/2011
no,7,julio,7,28,14,22400,Regular,lento servicial amigable,20/11/2011
no,7,agosto,8,28,8,12800,Malo,lento,20/11/2011
no,7,septiembre,9,28,7,11200,Regular,lento,20/11/2011
no,7,enero,1,29,5,8000,Malo,pesimo,20/11/2011
no,7,febrero,2,29,2,3200,Regular,tarado,20/11/2011
no,7,marzo,3,29,0,0,Regular,despistado,20/11/2011
no,7,abril,4,29,4,6400,Regular,despistado tardado,20/11/2011
no,7,mayo,5,29,14,22400,Regular,lento servicial amigable,20/11/2011
no,7,junio,6,29,17,27200,Regular,lento,20/11/2011
no,7,julio,7,29,7,11200,Regular,tarado,20/11/2011
no,7,agosto,8,29,2,3200,Malo,desconsiderado,20/11/2011
no,7,septiembre,9,29,17,27200,Regular,despistado,20/11/2011
no,7,enero,1,30,6,9600,Malo,maleducado desconsiderado,20/11/2011
no,7,febrero,2,30,20,32000,Regular,despistado tardado,20/11/2011
no,7,marzo,3,30,17,27200,Regular,lento servicial amigable,20/11/2011
no,7,abril,4,30,10,16000,Regular,lento,20/11/2011
no,7,mayo,5,30,8,12800,Regular,tarado,20/11/2011
no,7,junio,6,30,15,24000,Regular,despistado,20/11/2011
no,7,julio,7,30,10,16000,Regular,despistado tardado,20/11/2011
no,7,agosto,8,30,7,11200,Malo,indiscreto grosero,20/11/2011
